State,County,Year,NO2_Units,NO2_Mean,NO2_1st_Max_Value,NO2_1st_Max_Hour,NO2_AQI,O3_Units,O3_Mean,O3_1st_Max_Value,O3_1st_Max_Hour,O3_AQI,SO2_Units,SO2_Mean,SO2_1st_Max_Value,SO2_1st_Max_Hour,SO2_AQI,CO_Units,CO_Mean,CO_1st_Max_Value,CO_1st_Max_Hour,CO_AQI,YPLL Rate,% Fair/Poor,Physically Unhealthy Days,TotalPop,TotalMalePop,TotalFemalePop
Pennsylvania,Berks,2014,Parts per billion,8.38,19.13,11,18.01,Parts per million,0.03,0.04,11,41.18,Parts per billion,1.64,2.84,8,2.2,Parts per million,0.04,0.14,3,0.48,7388,17,4,168998,87176,81822
Pennsylvania,Allegheny,2010,Parts per billion,11.69,24.97,12,23.3,Parts per million,0.03,0.04,10,39.59,Parts per billion,3.29,6.75,11,5.22,Parts per million,0.39,0.58,8,2.92,6525,13,3.9,101473,51560,49913
Pennsylvania,Allegheny,2011,Parts per billion,12.97,25.44,11,23.76,Parts per million,0.02,0.04,10,33.64,Parts per billion,2.59,5.91,11,4.64,Parts per million,0.23,0.4,8,1.98,6769,12,3.9,101457,51474,49983
Pennsylvania,Allegheny,2012,Parts per billion,12.69,25.8,12,24.12,Parts per million,0.03,0.04,10,37.84,Parts per billion,2.39,4.98,11,3.84,Parts per million,0.27,0.44,9,2.13,6321,13,4.3,101242,51375,49867
Pennsylvania,Allegheny,2013,Parts per billion,10.81,21.59,11,20.13,Parts per million,0.03,0.04,10,36.8,Parts per billion,2.23,4.71,10,3.6,Parts per million,0.22,0.38,8,1.8,6973,14,3.5,101132,51278,49854
Pennsylvania,Allegheny,2014,Parts per billion,10.11,20.02,11,18.43,Parts per million,0.03,0.04,11,35.46,Parts per billion,1.36,3.47,11,2.55,Parts per million,0.28,0.49,8,2.27,5837,13,4.2,101350,51439,49911
Pennsylvania,Cambria,2010,Parts per billion,8.43,17.95,13,16.86,Parts per million,0.03,0.04,10,38.9,Parts per billion,3.26,8.68,11,7.16,Parts per million,0.29,0.4,6,2.03,7861,19,4.5,143450,72550,70900
Pennsylvania,Cambria,2011,Parts per billion,8.26,17.37,12,16.32,Parts per million,0.02,0.04,9,32.86,Parts per billion,2.41,5.48,9,4.52,Parts per million,0.36,0.52,7,2.66,8197,19,4.5,142551,71992,70559
Pennsylvania,Cambria,2012,Parts per billion,8.96,18.66,11,17.56,Parts per million,0.02,0.04,10,33.12,Parts per billion,4.47,8.9,10,7.05,Parts per million,0.45,0.61,7,3.21,8185,20,4.7,141513,71392,70121
Pennsylvania,Cambria,2013,Parts per billion,7.89,16.71,12,15.73,Parts per million,0.02,0.04,10,34.73,Parts per billion,4.39,7.69,9,6.18,Parts per million,0.26,0.41,6,2.1,5556,11,3.4,138806,70643,68163
Pennsylvania,Cambria,2014,Parts per billion,7.22,17.18,11,16.2,Parts per million,0.02,0.04,10,34.05,Parts per billion,3.68,7.94,9,6.53,Parts per million,0.24,0.38,7,1.94,7767,17,4.4,137520,69978,67542
Pennsylvania,Cambria,2015,Parts per billion,8.75,19.24,11,18.15,Parts per million,0.02,0.04,10,35.69,Parts per billion,1.85,5.39,9,4.44,Parts per million,0.19,0.33,7,1.61,8048,17,4.4,136029,69253,66776
Pennsylvania,Cambria,2016,Parts per billion,9.53,20.56,12,19.4,Parts per million,0.02,0.04,9,33.3,Parts per billion,1.9,5,10,3.95,Parts per million,0.13,0.25,7,1.19,8359,15,3.8,134416,68355,66061
Pennsylvania,Washington,2010,Parts per billion,8.99,20.12,10,18.97,Parts per million,0.03,0.05,10,41.12,Parts per billion,4.29,6.98,11,5.44,Parts per million,0.36,0.45,4,2.5,6846,16,3.4,41771,20947,20824
Pennsylvania,Washington,2011,Parts per billion,9.11,18.53,11,17.44,Parts per million,0.02,0.04,10,33.02,Parts per billion,4.36,6.87,10,5.38,Parts per million,0.45,0.57,6,3.01,7355,17,3.7,41501,20775,20726
Pennsylvania,Washington,2012,Parts per billion,8.58,18.73,11,17.69,Parts per million,0.02,0.04,10,34.98,Parts per billion,2.61,4.98,10,4.01,Parts per million,0.28,0.43,7,2.12,7845,19,4.1,41258,20619,20639
Pennsylvania,Washington,2013,Parts per billion,7.66,17.34,11,16.34,Parts per million,0.03,0.04,10,36.93,Parts per billion,3.3,5.51,10,4.38,Parts per million,0.07,0.17,5,0.69,7099,17,4,40953,20415,20538
Pennsylvania,Washington,2014,Parts per billion,8.5,18.81,10,17.7,Parts per million,0.02,0.04,10,36.59,Parts per billion,2.31,5.41,9,4.46,Parts per million,0.16,0.3,5,1.31,7660,17,3.6,40655,20282,20373
Pennsylvania,Washington,2015,Parts per billion,8.53,18.18,10,17.12,Parts per million,0.02,0.04,10,38.4,Parts per billion,1.92,4.89,9,4.09,Parts per million,0.27,0.42,7,2.06,6700,17,3.6,40327,20113,20214
Pennsylvania,Bucks,2010,Parts per billion,8.91,21.35,11,20.14,Parts per million,0.03,0.05,10,48.07,Parts per billion,0.72,2.34,8,1.98,Parts per million,0.23,0.38,7,1.82,7255,17,3.7,170646,88290,82356
Pennsylvania,Bucks,2011,Parts per billion,8.85,20.16,10,19.02,Parts per million,0.03,0.04,10,34.97,Parts per billion,1.28,2.7,7,2.11,Parts per million,0.12,0.29,6,1.31,7650,17,3.8,170307,88014,82293
Pennsylvania,Bucks,2012,Parts per billion,9.78,21.6,11,20.39,Parts per million,0.02,0.04,10,35.63,Parts per billion,2.11,3.79,8,2.93,Parts per million,0.04,0.19,5,0.72,7496,17,3.7,170065,87828,82237
Pennsylvania,Bucks,2013,Parts per billion,7.56,18.1,11,17.09,Parts per million,0.03,0.04,9,38.96,Parts per billion,2.12,3.54,8,2.75,Parts per million,0.08,0.23,6,0.92,7191,14,3.2,169743,87604,82139
Pennsylvania,Bucks,2014,Parts per billion,9.01,22.14,10,20.86,Parts per million,0.03,0.04,10,37.86,Parts per billion,3.53,5.4,7,4.16,Parts per million,0.32,0.56,7,2.76,7388,17,4,168998,87176,81822
Pennsylvania,York,2010,Parts per billion,11.46,25.62,11,24.16,Parts per million,0.03,0.05,10,42.82,Parts per billion,2.17,6.25,9,5.42,Parts per million,0.21,0.35,8,1.7,6571,13,3.4,435403,220577,214826
Pennsylvania,York,2011,Parts per billion,11.52,23.91,10,22.55,Parts per million,0.03,0.04,10,35.94,Parts per billion,1.34,4.57,9,3.96,Parts per million,0.24,0.41,6,1.97,6457,13,3.2,436643,220943,215700
Pennsylvania,York,2012,Parts per billion,11.89,24.52,11,23.13,Parts per million,0.03,0.04,10,35.19,Parts per billion,1.03,3.46,9,2.97,Parts per million,0.26,0.44,7,2.08,6250,13,3.4,437449,221257,216192
Pennsylvania,York,2013,Parts per billion,10.38,21.24,10,20.04,Parts per million,0.03,0.04,10,36.44,Parts per billion,0.72,2.93,7,2.61,Parts per million,0.11,0.25,5,1.08,8349,18,3,438936,221905,217031
Pennsylvania,York,2014,Parts per billion,10.61,22.74,10,21.45,Parts per million,0.03,0.04,10,35.12,Parts per billion,2.29,4.82,9,3.94,Parts per million,0.08,0.21,5,0.85,6118,13,3.3,440496,222692,217804
Pennsylvania,York,2015,Parts per billion,10.02,22.81,10,21.49,Parts per million,0.03,0.04,10,37.4,Parts per billion,1.73,4.64,9,3.89,Parts per million,0.11,0.24,6,1.08,6036,13,3.3,441800,223416,218384
Pennsylvania,York,2016,Parts per billion,12.8,26.61,8,25.1,Parts per million,0.02,0.03,10,29.96,Parts per billion,1.67,3.88,10,3.23,Parts per million,0.11,0.29,6,1.21,5993,14,3.4,443777,224455,219322
Pennsylvania,Erie,2010,Parts per billion,6.4,17.62,12,16.65,Parts per million,0.04,0.05,10,41.55,Parts per billion,4.66,6.95,10,5.39,Parts per million,0.12,0.22,6,0.93,7192,24,4.6,31861,16032,15829
Pennsylvania,Erie,2011,Parts per billion,6.5,16.18,12,15.23,Parts per million,0.03,0.04,10,35.07,Parts per billion,1.37,2.88,8,2.38,Parts per million,0.1,0.19,5,0.84,7155,23,4.6,31795,15994,15801
Pennsylvania,Erie,2012,Parts per billion,5.91,15.32,12,14.44,Parts per million,0.03,0.04,9,37.42,Parts per billion,3.21,5.16,9,4.07,Parts per million,0.07,0.16,6,0.69,7348,24,5,31616,15836,15780
Pennsylvania,Erie,2013,Parts per billion,6.42,15.42,12,14.51,Parts per million,0.03,0.04,10,37.22,Parts per billion,1.41,2.57,7,2.02,Parts per million,0.22,0.29,5,1.52,7225,13,3.4,31461,15716,15745
Pennsylvania,Erie,2014,Parts per billion,6.64,16.38,12,15.44,Parts per million,0.03,0.04,10,38.12,Parts per billion,1.1,2.28,7,1.81,Parts per million,0.17,0.29,6,1.39,6647,27,5.3,31184,15546,15638
Pennsylvania,Erie,2015,Parts per billion,6.29,16.86,12,15.89,Parts per million,0.03,0.04,10,36.53,Parts per billion,1.04,2.64,7,2.21,Parts per million,0.17,0.28,6,1.33,7134,27,5.3,30892,15380,15512
Pennsylvania,Erie,2016,Parts per billion,5.87,14.97,12,14.09,Parts per million,0.03,0.04,10,33.8,Parts per billion,0.62,1.37,6,1.03,Parts per million,0.13,0.22,6,0.93,7627,13,3.5,30504,15211,15293
Pennsylvania,Adams,2014,Parts per billion,3.8,7.69,10,7.33,Parts per million,0.02,0.03,10,27.8,Parts per billion,0.54,1.94,8,1.52,Parts per million,0.07,0.11,4,0.52,5837,13,4.2,101350,51439,49911
Pennsylvania,Adams,2015,Parts per billion,1.99,4.61,7,4.48,Parts per million,0.03,0.04,10,39.26,Parts per billion,0.32,1.23,6,1,Parts per million,0.12,0.17,3,0.82,5779,13,4.2,101776,51548,50228
Pennsylvania,Adams,2016,Parts per billion,2.23,5.44,8,5.22,Parts per million,0.03,0.04,10,36.32,Parts per billion,0.22,0.87,6,0.64,Parts per million,0.02,0.05,2,0.21,5534,13,3.4,101812,51668,50144
Texas,El Paso,2010,Parts per billion,13.6,30.15,13,28.01,Parts per million,0.03,0.04,10,35.1,Parts per billion,0.42,1.4,11,0.86,Parts per million,0.19,0.49,9,2.09,10263,30,5,18594,9528,9066
Texas,El Paso,2011,Parts per billion,13.48,32.07,13,29.88,Parts per million,0.03,0.04,10,37.86,Parts per billion,0.6,1.84,11,1.18,Parts per million,0.21,0.54,10,2.4,9534,30,4.7,18580,9464,9116
Texas,El Paso,2012,Parts per billion,12.85,30.23,13,28.11,Parts per million,0.03,0.05,9,41.03,Parts per billion,0.57,1.52,12,0.88,Parts per million,0.19,0.51,9,2.2,10720,30,5.2,18461,9411,9050
Texas,El Paso,2013,Parts per billion,12.63,28.68,13,26.65,Parts per million,0.03,0.04,10,42.71,Parts per billion,0.47,1.29,12,0.7,Parts per million,0.17,0.45,9,1.93,8741,30,3.5,18284,9272,9012
Texas,El Paso,2014,Parts per billion,12.74,29.41,13,27.34,Parts per million,0.03,0.04,9,40.09,Parts per billion,0.53,1.4,11,0.78,Parts per million,0.19,0.49,9,2.16,10217,30,6.9,18262,9231,9031
Texas,El Paso,2015,Parts per billion,13.95,30.79,14,28.64,Parts per million,0.03,0.04,10,40.3,Parts per billion,0.49,1.52,12,0.94,Parts per million,0.28,0.65,10,2.9,9209,30,6.9,18165,9151,9014
Texas,El Paso,2016,Parts per billion,16.3,36.05,14,33.6,Parts per million,0.03,0.04,10,40.07,Parts per billion,0.55,2.28,13,1.66,Parts per million,0.37,0.9,11,4.1,9189,18,3.7,18261,9225,9036
Texas,Travis,2012,Parts per billion,8.31,21.3,14,19.69,Parts per million,0.02,0.03,10,27.75,Parts per billion,0.49,1.28,13,0.73,Parts per million,0.15,0.28,10,1.38,6880,16,3.1,1882350,960447,921903
Texas,Travis,2013,Parts per billion,5.48,13.53,13,12.36,Parts per million,0.03,0.04,10,38.14,Parts per billion,0.49,1.09,11,0.52,Parts per million,0.09,0.17,6,0.77,6540,30,3.5,1913161,976340,936821
Texas,Travis,2014,Parts per billion,4.78,12.51,13,11.43,Parts per million,0.03,0.04,10,36.49,Parts per billion,0.41,1.01,10,0.43,Parts per million,0.12,0.18,5,0.86,6735,15,3,1946639,993640,952999
Texas,Harris,2010,Parts per billion,13.06,27.48,10,25.51,Parts per million,0.02,0.04,9,32.8,Parts per billion,1.53,5.3,11,4.33,Parts per million,0.23,0.43,8,1.95,6840,18,3.6,36270,17512,18758
Texas,Harris,2011,Parts per billion,10.32,22.3,10,20.62,Parts per million,0.02,0.04,9,33.83,Parts per billion,0.84,3.23,11,2.52,Parts per million,0.19,0.34,7,1.53,7069,18,3.6,36383,17548,18835
Texas,Harris,2012,Parts per billion,10.72,23.25,10,21.53,Parts per million,0.02,0.04,9,32.51,Parts per billion,0.75,2.95,11,2.3,Parts per million,0.19,0.36,8,1.6,7287,17,3.8,36257,17453,18804
Texas,Harris,2013,Parts per billion,10.3,21.83,10,20.16,Parts per million,0.02,0.03,9,31.93,Parts per billion,0.39,1.99,12,1.52,Parts per million,0.2,0.36,7,1.61,5844,19,3.6,35682,17133,18549
Texas,Harris,2014,Parts per billion,10.39,21.94,10,20.27,Parts per million,0.02,0.03,9,30.39,Parts per billion,0.22,1.21,12,0.86,Parts per million,0.19,0.34,7,1.5,7207,20,4,34463,16574,17889
Texas,Harris,2015,Parts per billion,9.72,19.83,10,18.3,Parts per million,0.02,0.03,9,34.51,Parts per billion,0.11,0.86,11,0.59,Parts per million,0.21,0.36,8,1.63,6865,20,4,34066,16356,17710
Texas,Harris,2016,Parts per billion,10.46,22.27,10,20.58,Parts per million,0.03,0.04,10,33.65,Parts per billion,0.17,0.85,11,0.49,Parts per million,0.2,0.38,8,1.7,7113,25,4.1,34163,16452,17711
Texas,Dallas,2010,Parts per billion,13.11,27.22,12,25.26,Parts per million,0.02,0.04,10,33.81,Parts per billion,0.64,1.6,11,0.97,Parts per million,0.26,0.43,8,2.06,9222,30,3.5,6748,3244,3504
Texas,Dallas,2011,Parts per billion,12.96,26.54,12,24.59,Parts per million,0.03,0.04,10,38.35,Parts per billion,0.64,1.62,9,1.03,Parts per million,0.29,0.44,8,2.22,9837,30,3.5,6892,3306,3586
Texas,Dallas,2012,Parts per billion,11.49,24.05,12,22.29,Parts per million,0.03,0.04,10,37.81,Parts per billion,0.26,0.82,9,0.42,Parts per million,0.21,0.34,8,1.56,12234,30,3.5,7065,3430,3635
Texas,Dallas,2013,Parts per billion,11.57,24.71,11,22.87,Parts per million,0.03,0.04,10,42.46,Parts per billion,0.18,0.65,9,0.32,Parts per million,0.23,0.38,8,1.77,6480,30,3.5,7118,3477,3641
Texas,Dallas,2014,Parts per billion,10.38,22.29,11,20.6,Parts per million,0.03,0.04,10,37.3,Parts per billion,0.26,0.83,10,0.38,Parts per million,0.21,0.33,8,1.55,9329,30,5.4,7224,3503,3721
Texas,Dallas,2015,Parts per billion,9.96,20.89,11,19.23,Parts per million,0.03,0.04,10,39,Parts per billion,0.24,0.74,9,0.33,Parts per million,0.22,0.36,8,1.68,9136,30,5.4,7288,3518,3770
Texas,Dallas,2016,Parts per billion,11.83,26.49,13,24.54,Parts per million,0.02,0.04,10,32.91,Parts per billion,0.19,0.66,10,0.26,Parts per million,0.26,0.45,10,2.13,9954,20,3.7,7293,3501,3792
Texas,Bexar,2010,Parts per billion,6.4,16.45,10,15.56,Parts per million,0.02,0.04,10,30.21,Parts per billion,0.6,2.57,7,2.2,Parts per million,0.27,0.42,6,2,7395,30,3.5,7154,3532,3622
Texas,McLennan,2010,Parts per billion,2.8,8.24,10,7.48,Parts per million,0.03,0.04,10,34.35,Parts per billion,0.41,0.69,4,0.46,Parts per million,0.15,0.19,3,0.89,8586,12,3.6,8231,4198,4033
Texas,McLennan,2011,Parts per billion,3.75,9.41,10,8.53,Parts per million,0.03,0.04,10,41.3,Parts per billion,0.06,0.33,4,0.2,Parts per million,0.12,0.16,3,0.73,9217,12,6.3,8254,4170,4084
Texas,McLennan,2012,Parts per billion,3.39,8.88,10,8.04,Parts per million,0.03,0.04,10,37.56,Parts per billion,0.25,0.79,12,0.36,Parts per million,0.12,0.15,2,0.67,8805,12,6.4,8242,4158,4084
Texas,McLennan,2013,Parts per billion,2.51,7.24,10,6.51,Parts per million,0.03,0.04,10,34.89,Parts per billion,0.3,0.95,11,0.5,Parts per million,0.11,0.14,2,0.66,9616,12,3.5,8245,4142,4103
Texas,McLennan,2014,Parts per billion,2.22,6.7,11,6.04,Parts per million,0.03,0.04,10,36.29,Parts per billion,0.24,0.85,13,0.41,Parts per million,0.11,0.14,2,0.65,9758,30,3.5,8157,4074,4083
Texas,McLennan,2015,Parts per billion,2.73,6.73,10,6.01,Parts per million,0.03,0.04,10,38.02,Parts per billion,0.33,1.03,13,0.51,Parts per million,0.11,0.15,3,0.69,10155,30,3.5,8259,4110,4149
Texas,McLennan,2016,Parts per billion,3.98,10.02,11,9.1,Parts per million,0.03,0.04,10,37.28,Parts per billion,0.48,1.08,12,0.51,Parts per million,0.12,0.16,3,0.69,8968,20,3.7,8127,4047,4080
Virginia,Henrico,2010,Parts per billion,10.07,21.35,15,19.82,Parts per million,0.02,0.03,10,27.64,Parts per billion,1.27,3.37,13,2.59,Parts per million,0.26,0.37,9,1.73,10537,20,5.1,36188,18946,17242
Virginia,Henrico,2011,Parts per billion,8.04,18.98,12,17.42,Parts per million,0.03,0.05,9,44.13,Parts per billion,1.04,3.15,11,2.43,Parts per million,0.24,0.35,8,1.68,10925,21,4.8,35979,18822,17157
Virginia,Henrico,2012,Parts per billion,8.95,19.23,12,17.67,Parts per million,0.03,0.04,9,36.9,Parts per billion,0.61,1.58,11,0.96,Parts per million,0.28,0.41,8,2,11111,19,4.4,35719,18708,17011
Virginia,Henrico,2013,Parts per billion,8.38,18.58,12,17.11,Parts per million,0.02,0.04,9,33.91,Parts per billion,0.56,1.5,10,0.9,Parts per million,0.28,0.41,8,2.01,8227,30,3.2,35372,18467,16905
Virginia,Henrico,2014,Parts per billion,8.05,17.77,11,16.33,Parts per million,0.03,0.04,9,36.05,Parts per billion,0.6,1.51,10,0.89,Parts per million,0.26,0.39,8,1.86,9577,16,3.8,35190,18354,16836
Virginia,Henrico,2015,Parts per billion,8.05,17.32,12,15.92,Parts per million,0.03,0.04,9,36.3,Parts per billion,0.44,1.16,10,0.63,Parts per million,0.25,0.39,8,1.92,8514,16,3.8,35082,18302,16780
Virginia,Henrico,2016,Parts per billion,10.32,22.2,11,20.55,Parts per million,0.02,0.03,10,29.35,Parts per billion,0.55,1.19,10,0.58,Parts per million,0.29,0.45,8,2.22,8445,20,4.1,34970,18216,16754
Virginia,Alexandria City,2010,Parts per billion,13.69,28.13,11,26.38,Parts per million,0.03,0.05,9,45.96,Parts per billion,1.35,2.87,8,2.23,Parts per million,0.14,0.27,7,1.21,9810,20,3.4,33147,16996,16151
Virginia,Alexandria City,2011,Parts per billion,11.26,23.4,12,21.64,Parts per million,0.03,0.05,10,42.63,Parts per billion,-0.18,1.26,10,0.96,Parts per million,0.28,0.42,7,2.1,9903,20,3.4,33221,16999,16222
Virginia,Alexandria City,2012,Parts per billion,11.22,24.08,11,22.23,Parts per million,0.03,0.05,9,43.12,Parts per billion,0.33,1.74,10,1.22,Parts per million,0.19,0.31,6,1.53,9090,23,3.7,33264,16992,16272
Virginia,Alexandria City,2013,Parts per billion,10.37,23.64,11,21.89,Parts per million,0.03,0.04,10,35.95,Parts per billion,0.4,1.24,10,0.71,Parts per million,0.25,0.47,7,2.03,6362,14,3.2,32966,16877,16089
Virginia,Roanoke,2013,Parts per billion,4.83,10.52,9,9.47,Parts per million,0.03,0.04,10,38.18,Parts per billion,0.31,0.86,9,0.37,Parts per million,0.22,0.27,4,1.39,9635,26,5.2,7424,3742,3682
Virginia,Roanoke,2014,Parts per billion,4.63,10.85,8,9.81,Parts per million,0.03,0.04,10,39.02,Parts per billion,0.24,0.76,9,0.3,Parts per million,0.28,0.35,4,1.8,6741,30,3.5,7333,3692,3641
Virginia,Roanoke,2015,Parts per billion,3.53,9.72,9,8.82,Parts per million,0.03,0.04,10,41.74,Parts per billion,0.21,0.68,8,0.27,Parts per million,0.26,0.33,5,1.72,5135,30,3.5,7390,3746,3644
Virginia,Hampton City,2010,Parts per billion,4.11,10.19,12,9.38,Parts per million,0.04,0.05,9,47.71,Parts per billion,1.7,5.34,11,4.5,Parts per million,0.08,0.14,4,0.61,10537,20,5.1,36188,18946,17242
Virginia,Hampton City,2011,Parts per billion,4.51,10.17,12,9.18,Parts per million,0.04,0.05,10,43.61,Parts per billion,1.01,4.09,11,3.4,Parts per million,0.34,0.44,5,2.33,10925,21,4.8,35979,18822,17157
Virginia,Hampton City,2012,Parts per billion,3.82,9.36,11,8.42,Parts per million,0.04,0.05,9,42.33,Parts per billion,0.73,3.09,11,2.4,Parts per million,0.27,0.34,5,1.74,11111,19,4.4,35719,18708,17011
Virginia,Hampton City,2013,Parts per billion,2.98,6.94,12,6.22,Parts per million,0.03,0.04,9,36.56,Parts per billion,0.82,2.73,10,2.05,Parts per million,0.31,0.36,4,1.94,8227,30,3.2,35372,18467,16905
Virginia,Hampton City,2014,Parts per billion,2.79,7.09,10,6.36,Parts per million,0.03,0.04,9,42.03,Parts per billion,0.86,2.79,10,2.07,Parts per million,0.24,0.31,4,1.6,9577,16,3.8,35190,18354,16836
Virginia,Hampton City,2015,Parts per billion,2.75,7.08,11,6.35,Parts per million,0.03,0.05,10,43.6,Parts per billion,0.47,0.87,9,0.38,Parts per million,0.3,0.37,4,1.97,8514,16,3.8,35082,18302,16780
Massachusetts,Suffolk,2010,Parts per billion,17.05,30.21,12,28.51,Parts per million,0.02,0.03,9,26,Parts per billion,1.58,3.52,11,2.46,Parts per million,0.28,0.44,10,2.2,6767,17,3.4,725819,376281,349538
Massachusetts,Suffolk,2011,Parts per billion,18.53,31.41,12,29.65,Parts per million,0.02,0.03,10,24.86,Parts per billion,1.25,3.11,10,2.27,Parts per million,0.29,0.45,10,2.25,6489,17,3.5,737126,382056,355070
Massachusetts,Suffolk,2012,Parts per billion,15.81,27.52,12,26,Parts per million,0.02,0.03,9,24.98,Parts per billion,1.1,2.29,11,1.42,Parts per million,0.28,0.42,10,2.12,6457,18,3.4,751175,388225,362950
Massachusetts,Suffolk,2013,Parts per billion,17.48,29.81,11,28.13,Parts per million,0.02,0.03,10,25.34,Parts per billion,1.07,2.07,10,1.26,Parts per million,0.27,0.42,10,2.1,5721,11,3.2,762627,394125,368502
Massachusetts,Suffolk,2014,Parts per billion,15.57,27.72,11,26.17,Parts per million,0.02,0.03,9,27.06,Parts per billion,1.03,1.98,10,1.16,Parts per million,0.28,0.41,9,2.07,6377,17,3.5,773839,399546,374293
Massachusetts,Suffolk,2015,Parts per billion,14.4,26.03,11,24.55,Parts per million,0.02,0.03,9,28.62,Parts per billion,0.72,1.29,10,0.6,Parts per million,0.27,0.4,9,2.05,5968,17,3.5,782962,404197,378765
Massachusetts,Suffolk,2016,Parts per billion,15.83,28.19,10,26.6,Parts per million,0.02,0.03,10,28.16,Parts per billion,0.68,1.19,10,0.51,Parts per million,0.27,0.4,9,2.01,5753,16,3.5,793322,409339,383983
Nevada,Washoe,2010,Parts per billion,22.34,36.43,9,34.4,Parts per million,0.02,0.03,10,23.7,Parts per billion,0.43,1.18,10,0.65,Parts per million,0.29,0.8,11,3.15,7251,15,3.4,421958,209011,212947
Nevada,Washoe,2011,Parts per billion,16.67,32.16,11,29.93,Parts per million,0.03,0.04,9,33.12,Parts per billion,0.5,1.17,9,0.59,Parts per million,0.3,0.53,9,2.4,7500,15,3.4,424000,210194,213806
Nevada,Washoe,2012,Parts per billion,14.15,30.17,11,28.06,Parts per million,0.03,0.04,9,39.14,Parts per billion,0.37,0.95,9,0.45,Parts per million,0.26,0.47,9,2.1,7377,15,3.5,427452,212096,215356
Nevada,Washoe,2013,Parts per billion,16.24,30.74,11,28.6,Parts per million,0.03,0.04,9,39.86,Parts per billion,0.5,1.17,10,0.6,Parts per million,0.31,0.54,9,2.44,4299,13,3.5,431223,213986,217237
Nevada,Washoe,2014,Parts per billion,13.54,28.21,10,26.18,Parts per million,0.03,0.04,9,44.76,Parts per billion,0.37,0.96,10,0.47,Parts per million,0.28,0.51,9,2.26,7100,15,3.6,436493,216637,219856
Nevada,Washoe,2015,Parts per billion,13.31,27.17,10,25.22,Parts per million,0.03,0.04,9,45.42,Parts per billion,0.39,0.93,9,0.42,Parts per million,0.27,0.47,8,2.13,6962,15,3.6,442728,219777,222951
Nevada,Washoe,2016,Parts per billion,17.42,32.38,12,30.15,Parts per million,0.02,0.04,10,32.78,Parts per billion,0.38,1.29,9,0.76,Parts per million,0.32,0.55,10,2.63,7063,16,3.7,450142,223445,226697
New Hampshire,Hillsborough,2010,Parts per billion,7.67,16.32,11,14.93,Parts per million,0.03,0.04,9,33.97,Parts per billion,0.97,5.08,9,4.32,Parts per million,0.44,0.64,7,3.25,5513,11,3.1,401049,202762,198287
New Hampshire,Rockingham,2014,Parts per billion,4.44,9.23,11,8.34,Parts per million,0.03,0.03,9,29.3,Parts per billion,0.91,1.28,10,0.57,Parts per million,0.19,0.24,8,1.17,4865,10,3,301481,152256,149225
New Hampshire,Rockingham,2015,Parts per billion,3.32,7.07,11,6.38,Parts per million,0.03,0.04,10,36.13,Parts per billion,0.83,1.19,9,0.49,Parts per million,0.18,0.23,7,1.1,4955,10,3,302930,152861,150069
New Hampshire,Rockingham,2016,Parts per billion,4.29,9.19,11,8.31,Parts per million,0.03,0.04,9,34.12,Parts per billion,0.82,1.34,9,0.62,Parts per million,0.21,0.26,7,1.26,4757,12,3.1,304778,153800,150978
Tennessee,Blount,2010,Parts per billion,0.9,2.12,12,1.65,Parts per million,0.04,0.05,10,46.59,Parts per billion,0.88,1.97,8,1.23,Parts per million,0.18,0.2,7,0.99,9412,15,4.2,45077,22717,22360
Tennessee,Blount,2015,Parts per billion,0.78,1.54,11,1.07,Parts per million,0.04,0.04,10,42.24,Parts per billion,0.1,0.34,7,0.07,Parts per million,0.17,0.2,2,0.97,9090,22,5.2,46922,23871,23051
Tennessee,Blount,2016,Parts per billion,1.01,2.2,12,1.71,Parts per million,0.04,0.04,11,39.17,Parts per billion,0.14,0.41,7,0.08,Parts per million,0.19,0.2,1,1.01,9288,26,5.1,47402,24140,23262
South Carolina,Richland,2016,Parts per billion,9.31,19.72,11,18.66,Parts per million,0.03,0.04,9,36.76,Parts per billion,0.23,0.66,10,0.26,Parts per million,0.16,0.28,7,1.24,7415,17,3.6,408913,210412,198501
South Carolina,Charleston,2010,Parts per billion,1.43,4.35,7,4.26,Parts per million,0.03,0.04,10,37.56,Parts per billion,0.65,1.82,8,1.47,Parts per million,0.09,0.13,2,0.56,11811,14,2.9,15094,7754,7340
Connecticut,Litchfield,2010,Parts per billion,1.68,4.41,8,4.28,Parts per million,0.03,0.04,9,31.65,Parts per billion,0.61,1.53,10,0.87,Parts per million,0.15,0.2,8,0.89,5509,10,3.1,189806,96507,93299
Connecticut,Litchfield,2011,Parts per billion,2.47,5.89,9,5.68,Parts per million,0.04,0.04,10,35.52,Parts per billion,0.66,1.57,10,0.94,Parts per million,0.16,0.23,7,1.01,5431,10,3.2,189002,95995,93007
Connecticut,Litchfield,2012,Parts per billion,1.66,4.21,8,4.09,Parts per million,0.04,0.04,10,36.24,Parts per billion,0.39,0.92,9,0.45,Parts per million,0.16,0.22,7,1,5285,10,3,187609,95271,92338
Connecticut,Litchfield,2013,Parts per billion,1.62,4.24,8,4.11,Parts per million,0.04,0.04,10,36.39,Parts per billion,0.38,0.86,10,0.37,Parts per million,0.15,0.23,6,0.97,5808,11,2.9,186886,94765,92121
Connecticut,Litchfield,2014,Parts per billion,1.92,5.02,8,4.83,Parts per million,0.04,0.04,10,39.64,Parts per billion,0.37,0.84,9,0.39,Parts per million,0.16,0.22,7,0.95,5191,9,3.1,185398,93950,91448
